title,field_address_address_line1,field_address_locality,field_address_administrative_area,field_address_postal_code,field_address_country_code,field_venue_type,field_short_description,field_phone,field_website_uri,field_website_title,field_cuisine,field_claimed_listing,field_image,image_search_hint,field_latitude,field_longitude,field_tags,field_address_line1,field_city,field_state,field_zip,field_country,field_description,field_website,field_source
Caribbean Jack’s,721 Ballough Rd,Daytona Beach,FL,32114.0,US,Restaurant|Bar,Waterfront tiki-style restaurant with live music and tropical drinks.,(386) 523-3000,https://caribbeanjacks.com,Official website,Seafood|Caribbean,0.0,,Caribbean Jack's Daytona Beach marina; Caribbean Jack's tiki bar food,29.201214,-81.029019,,,,,,,,,
"Dunkin' - 6840 Okeechobee Blvd, West Palm Beach",6840 Okeechobee Blvd,West Palm Beach,FL,33411.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 6840 Okeechobee Blvd, West Palm Beach Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 7245 N Military Trl, West Palm Beach",7245 N Military Trl,West Palm Beach,FL,33410.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 7245 N Military Trl, West Palm Beach Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 7512 S Dixie Hwy, West Palm Beach",7512 S Dixie Hwy,West Palm Beach,FL,33405.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 7512 S Dixie Hwy, West Palm Beach Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 878 N Military Trl, West Palm Beach",878 N Military Trl,West Palm Beach,FL,33415.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 878 N Military Trl, West Palm Beach Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 8843 Southern Blvd, West Palm Beach",8843 Southern Blvd,West Palm Beach,FL,33411.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 8843 Southern Blvd, West Palm Beach Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 8900 N. Military Trl, West Palm Beach",8900 N. Military Trl,West Palm Beach,FL,33410.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 8900 N. Military Trl, West Palm Beach Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 1235 Providence Boulevard, Deltona",1235 Providence Boulevard,Deltona,FL,32725.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 1235 Providence Boulevard, Deltona Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 3140 Howland Blvd, Deltona",3140 Howland Blvd,Deltona,FL,32725.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 3140 Howland Blvd, Deltona Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Dunkin' - 499 Howland Blvd, Deltona",499 Howland Blvd,Deltona,FL,32738.0,US,Cafe|Bakery,"Coffee-and-doughnuts chain serving breakfast sandwiches, baked goods, espresso drinks, and grab-and-go breakfast.",,https://www.dunkindonuts.com/en/locations,Official website,Coffee|Donuts|Breakfast,0.0,,"Dunkin' - 499 Howland Blvd, Deltona Dunkin Florida coffee donuts breakfast",,,bakery|breakfast|brunch|cafe|coffee|donuts,,,,,,,,
"Einstein Bros. Bagels - 1901 S Orange Ave, Orlando",1901 S Orange Ave,Orlando,FL,32806.0,US,Cafe|Bakery,"Bagel-and-coffee bakery café serving breakfast sandwiches, shmears, bagels, and hot or iced coffee.",,https://locations.einsteinbros.com/us/fl/orlando,Official website,Bagels|Coffee|Breakfast,0.0,,"Einstein Bros. Bagels - 1901 S Orange Ave, Orlando Einstein Bros bagels Orlando Florida",,,bagels|bakery|breakfast|brunch|cafe|coffee,,,,,,,,
"Einstein Bros. Bagels - 2817 Edgewater Dr, Orlando",2817 Edgewater Dr,Orlando,FL,32804.0,US,Cafe|Bakery,"Bagel-and-coffee bakery café serving breakfast sandwiches, shmears, bagels, and hot or iced coffee.",,https://locations.einsteinbros.com/us/fl/orlando,Official website,Bagels|Coffee|Breakfast,0.0,,"Einstein Bros. Bagels - 2817 Edgewater Dr, Orlando Einstein Bros bagels Orlando Florida",,,bagels|bakery|breakfast|brunch|cafe|coffee,,,,,,,,
"Einstein Bros. Bagels - 4667 South Kirkman Road, Orlando",4667 South Kirkman Road,Orlando,FL,32811.0,US,Cafe|Bakery,"Bagel-and-coffee bakery café serving breakfast sandwiches, shmears, bagels, and hot or iced coffee.",,https://locations.einsteinbros.com/us/fl/orlando,Official website,Bagels|Coffee|Breakfast,0.0,,"Einstein Bros. Bagels - 4667 South Kirkman Road, Orlando Einstein Bros bagels Orlando Florida",,,bagels|bakery|breakfast|brunch|cafe|coffee,,,,,,,,
"Einstein Bros. Bagels - 7600 Dr Phillips Blvd, Orlando",7600 Dr Phillips Blvd,Orlando,FL,32819.0,US,Cafe|Bakery,"Bagel-and-coffee bakery café serving breakfast sandwiches, shmears, bagels, and hot or iced coffee.",,https://locations.einsteinbros.com/us/fl/orlando,Official website,Bagels|Coffee|Breakfast,0.0,,"Einstein Bros. Bagels - 7600 Dr Phillips Blvd, Orlando Einstein Bros bagels Orlando Florida",,,bagels|bakery|breakfast|brunch|cafe|coffee,,,,,,,,
"Einstein Bros. Bagels - 1 Jeff Fuqua Blvd, Orlando",1 Jeff Fuqua Blvd,Orlando,FL,32827.0,US,Cafe|Bakery,"Bagel-and-coffee bakery café serving breakfast sandwiches, shmears, bagels, and hot or iced coffee.",,https://locations.einsteinbros.com/us/fl/orlando,Official website,Bagels|Coffee|Breakfast,0.0,,"Einstein Bros. Bagels - 1 Jeff Fuqua Blvd, Orlando Einstein Bros bagels Orlando Florida",,,bagels|bakery|breakfast|brunch|cafe|coffee,,,,,,,,
"Einstein Bros. Bagels - 12744 Pegasus Drive, Orlando",12744 Pegasus Drive,Orlando,FL,32816.0,US,Cafe|Bakery,"Bagel-and-coffee bakery café serving breakfast sandwiches, shmears, bagels, and hot or iced coffee.",,https://locations.einsteinbros.com/us/fl/orlando,Official website,Bagels|Coffee|Breakfast,0.0,,"Einstein Bros. Bagels - 12744 Pegasus Drive, Orlando Einstein Bros bagels Orlando Florida",,,bagels|bakery|breakfast|brunch|cafe|coffee,,,,,,,,
"Einstein Bros. Bagels - 2800 E Colonial Dr, Orlando",2800 E Colonial Dr,Orlando,FL,32803.0,US,Cafe|Bakery,"Bagel-and-coffee bakery café serving breakfast sandwiches, shmears, bagels, and hot or iced coffee.",,https://locations.einsteinbros.com/us/fl/orlando,Official website,Bagels|Coffee|Breakfast,0.0,,"Einstein Bros. Bagels - 2800 E Colonial Dr, Orlando Einstein Bros bagels Orlando Florida",,,bagels|bakery|breakfast|brunch|cafe|coffee,,,,,,,,
Royal Rasoi Express,,,,,,Restaurant,,+13866756002,,,Indian,,,,29.138,-80.995,indian|curry|biryani|spicy|ethnic,3837 S Nova Rd,Port Orange,FL,32127.0,US,"Indian restaurant offering curries, biryani, and traditional dishes.",,Manual
Amrit Indian Cuisine,,,,,,Restaurant,,+13864924891,,,Indian,,,,29.1655,-81.007,indian|tandoori|curry|ethnic|dinner,2055 S Ridgewood Ave,South Daytona,FL,32119.0,US,Authentic Indian cuisine with rich curries and tandoori dishes.,,Manual
Masala Indian Cuisine,,,,,,Restaurant,,+13867604505,,,Indian,,,,29.1835,-81.04,indian|masala|naan|vegetarian|ethnic,581 Beville Rd,South Daytona,FL,32119.0,US,"Popular Indian spot serving masala dishes, naan, and vegetarian options.",,Manual
The Food Factory,888 City Walk Ln,Oviedo,FL,32765.0,US,Restaurant|Bar,"Local Oviedo food hall and bar with multiple micro-restaurants, cocktails, and community events.",,https://ffoviedo.com/,Official website,Food Hall|American|Latin|Asian,0.0,,The Food Factory Oviedo exterior courtyard food hall,28.6698,-81.2086,food hall|happy hour|cocktails|local|oviedo|micro-restaurants,888 City Walk Ln,Oviedo,FL,32765.0,US,"Local Oviedo food hall with a central bar, open-air seating, and rotating flavors from multiple micro-restaurants.",https://ffoviedo.com/,Web research 2026-04-03
Gator Bay Bar & Grill,10320 County Road 44,Leesburg,FL,34788.0,US,Restaurant|Bar,Old Florida waterfront grill on Haynes Creek with marina access and daily happy hour specials.,(352) 365-2177,https://www.gatorbaybar.com/,Official website,Seafood|American,0.0,,Gator Bay Bar Grill Leesburg Haynes Creek marina waterfront,28.8728889,-81.7851268,seafood|waterfront|american|happy hour|marina|local,10320 County Road 44,Leesburg,FL,34788.0,US,"Casual waterfront bar and grill on Haynes Creek offering seafood, cold drinks, and marina views.",https://www.gatorbaybar.com/,Web research 2026-04-03
Broadway Pizza Bar,403 Broadway,Kissimmee,FL,34741.0,US,Restaurant|Bar,Downtown Kissimmee pizza bar serving New York-style pies with daily happy hour and lunch specials.,(407) 847-7050,https://broadwaypizzabar.com/,Official website,Pizza|Italian|American,0.0,,Broadway Pizza Bar Kissimmee downtown exterior pizza,28.2928,-81.4078,pizza|italian|happy hour|downtown kissimmee|beer|wine,403 Broadway,Kissimmee,FL,34741.0,US,"Downtown Kissimmee staple for pizza, pasta, beer, and wine with approachable daily specials.",https://broadwaypizzabar.com/,Web research 2026-04-03
Sandbar & Kitchen,2910 Atlantic Ave,Fernandina Beach,FL,32034.0,US,Restaurant|Bar,Amelia Island beachfront restaurant and bar with weekday Local Hour and oceanfront casual fare.,(904) 310-3648,http://thesandbarandkitchen.com/,Official website,Seafood|American|Beach Bar,0.0,,Sandbar and Kitchen Fernandina Beach oceanfront,30.6519,-81.4328,seafood|beach bar|happy hour|amelia island|oceanfront|local,2910 Atlantic Ave,Fernandina Beach,FL,32034.0,US,"Oceanfront Amelia Island restaurant with seafood, drinks, and weekday Local Hour specials.",http://thesandbarandkitchen.com/,Web research 2026-04-03
The Local - Miramar,4578 San Jose Blvd,Jacksonville,FL,32207.0,US,Restaurant|Bar,"Neighborhood Jacksonville restaurant for brunch, lunch, dinner, and weekday happy hour.",(904) 683-8063,https://www.thelocaljax.com/jacksonville,Official website,American|Brunch|Cocktail Bar,0.0,,The Local Miramar Jacksonville restaurant brunch,30.2774,-81.6332,american|brunch|happy hour|jacksonville|cocktails|local,4578 San Jose Blvd,Jacksonville,FL,32207.0,US,Miramar neighborhood restaurant in Jacksonville known for all-day dining and weekday happy hour.,https://www.thelocaljax.com/jacksonville,Web research 2026-04-03
Finns Beachside Pub,101 N Ocean Shore Blvd,Flagler Beach,FL,32136.0,US,Restaurant|Bar,"Flagler Beach oceanfront pub with live music, rooftop views, and weekday happy hour.",(386) 439-7755,https://finnsflagler.com/,Official website,American|Seafood|Pub Food,0.0,,Finns Beachside Pub Flagler Beach oceanfront,29.4746,-81.115,beach bar|pub|happy hour|flagler beach|live music|oceanfront,101 N Ocean Shore Blvd,Flagler Beach,FL,32136.0,US,"Busy beachside pub in Flagler Beach offering drinks, casual food, live entertainment, and happy hour.",https://finnsflagler.com/,Web research 2026-04-03
Cafe Eleven,501 A1A Beach Blvd,St. Augustine Beach,FL,32080.0,US,Restaurant|Bar|Cafe,Beloved St. Augustine Beach cafe and music venue with daily happy hour on draft beer and wine.,(904) 460-9311,https://originalcafe11.com/,Official website,Cafe|American|Vegetarian,0.0,,Cafe Eleven St Augustine Beach live music cafe,29.8486,-81.2654,cafe|live music|happy hour|st augustine beach|vegetarian|local,501 A1A Beach Blvd,St. Augustine Beach,FL,32080.0,US,"St. Augustine Beach institution serving cafe fare, craft beer, and live music with a daily happy hour.",https://originalcafe11.com/,Web research 2026-04-03
The Shack Riverfront Restaurant & Outback Tiki Bar,4845 Dixie Hwy NE,Palm Bay,FL,32905.0,US,Restaurant|Bar,"Local Palm Bay riverfront tiki bar with lunch specials, early bird menu, and live music.",(321) 676-9995,https://theshackpb.com/,Official website,Seafood|American|Tiki Bar,0.0,,The Shack Riverfront Palm Bay tiki bar riverfront,28.0348,-80.5867,riverfront|tiki bar|seafood|early bird|happy hour|local,4845 Dixie Hwy NE,Palm Bay,FL,32905.0,US,"Palm Bay waterfront hangout with seafood, cocktails, live music, lunch specials, and early bird pricing.",https://theshackpb.com/,Web research 2026-04-03
Twisted Lime Restaurant & Bar,710 S U.S. 1,Vero Beach,FL,32962.0,US,Restaurant|Bar,"Locally owned Vero Beach restaurant and bar with tequila, whiskey, and weekday happy hour.",(772) 539-0300,https://twistedlimevero.com/,Official website,American|Seafood|Latin,0.0,,Twisted Lime Vero Beach exterior cocktails,27.6373,-80.3945,cocktails|tequila|whiskey|happy hour|vero beach|local,710 S U.S. 1,Vero Beach,FL,32962.0,US,"Vero Beach neighborhood restaurant known for craft cocktails, fresh plates, and a weekday happy hour.",https://twistedlimevero.com/,Web research 2026-04-03
Meating Street Steak & Seafood,10553 SW Meeting St,Port St. Lucie,FL,34987.0,US,Restaurant|Bar,Port St. Lucie steak and seafood restaurant with daily happy hour and a weekday prix-fixe menu.,(772) 348-3805,https://meatingstreet.com/,Official website,Steakhouse|Seafood|American,0.0,,Meating Street Port St Lucie steak seafood,27.2747,-80.4337,steakhouse|seafood|happy hour|prix fixe|port st lucie|local,10553 SW Meeting St,Port St. Lucie,FL,34987.0,US,Tradition-area steak and seafood destination in Port St. Lucie with bar happy hour and prix-fixe specials.,https://meatingstreet.com/,Web research 2026-04-03
The Gafford,47 SW Flagler Avenue,Stuart,FL,34994.0,US,Restaurant|Bar,"Downtown Stuart favorite for comfort food, cocktails, and daily bar-area happy hour specials.",(772) 221-9517,https://thegafford.com/,Official website,American|Comfort Food,0.0,,The Gafford Stuart downtown restaurant,27.1995,-80.2528,comfort food|cocktails|happy hour|downtown stuart|local,47 SW Flagler Avenue,Stuart,FL,34994.0,US,Downtown Stuart restaurant serving elevated comfort food with a daily happy hour in the bar.,https://thegafford.com/,Web research 2026-04-03
The House West Palm,7301 Georgia Avenue,West Palm Beach,FL,33405.0,US,Restaurant|Bar,"Locally inspired West Palm Beach restaurant with seafood, small plates, and a 4–6 PM happy hour.",(561) 530-3791,https://thehousewestpalm.com/,Official website,Seafood|Contemporary American,0.0,,The House West Palm restaurant exterior,26.642,-80.0589,seafood|small plates|happy hour|west palm beach|local,7301 Georgia Avenue,West Palm Beach,FL,33405.0,US,"Modern West Palm Beach restaurant focused on seafood, chef-driven small plates, and a polished happy hour.",https://thehousewestpalm.com/,Web research 2026-04-03
Laudy Bar Craft Kitchen,433 NW 1st Ave,Fort Lauderdale,FL,33301.0,US,Restaurant|Bar,FAT Village Fort Lauderdale craft kitchen and cocktail bar with daily happy hour and late-night deals.,(954) 766-4651,https://laudybar.com/,Official website,American|Cocktail Bar|Comfort Food,0.0,,Laudy Bar Craft Kitchen Fort Lauderdale FAT Village,26.1274,-80.1485,cocktail bar|happy hour|fort lauderdale|fat village|late night|local,433 NW 1st Ave,Fort Lauderdale,FL,33301.0,US,"Fort Lauderdale craft-kitchen spot in FAT Village with cocktails, bites, and a generous daily happy hour.",https://laudybar.com/,Web research 2026-04-03
Blue Collar Miami,6789 Biscayne Blvd,Miami,FL,33138.0,US,Restaurant|Bar,Small Miami comfort-food restaurant with full bar and weekday happy hour in the MiMo district.,(305) 756-0366,https://www.bluecollarmiami.com/,Official website,American|Comfort Food,0.0,,Blue Collar Miami comfort food restaurant MiMo,25.8372,-80.19,comfort food|happy hour|miami|mimo|cocktails|local,6789 Biscayne Blvd,Miami,FL,33138.0,US,"MiMo-district Miami favorite for comfort food, cocktails, and weekday happy hour.",https://www.bluecollarmiami.com/,Web research 2026-04-03
Dragonfly Robata Grill & Sushi,7972 Via Dellagio Way,Orlando,FL,32819.0,US,Restaurant|Bar,"Restaurant Row Japanese spot with robata, sushi, cocktails, and daily happy hour.",(407) 370-3359,https://www.dragonflyrestaurants.com/orlando-florida/,Official website,Japanese|Sushi|Tapas,0.0,,Dragonfly Robata Grill Sushi Orlando restaurant row,28.4482,-81.489,japanese|sushi|robata|happy hour|orlando|restaurant row,7972 Via Dellagio Way,Orlando,FL,32819.0,US,"Popular Restaurant Row destination for robata, sushi, cocktails, and a daily happy hour.",https://www.dragonflyrestaurants.com/orlando-florida/,Web research 2026-04-03
Santioni's Italian Restaurant,2009 Eastwest Pkwy,Fleming Island,FL,32003.0,US,Restaurant,Family-friendly Fleming Island Italian restaurant with pasta and pizza.,,,,Italian,0.0,,,30.0958,-81.711,italian|fleming island|pasta|pizza|food,,,,,,,,
1881 Steakhouse and Burger Bar,12 Kingsley Ave,Orange Park,FL,32073.0,US,Restaurant|Bar,Orange Park steakhouse and burger bar with hearty entrees.,,,,Steakhouse|Burgers,0.0,,,30.1658,-81.7069,orange park|steakhouse|burgers|food,,,,,,,,
Urban Bean Coffeehouse Cafe,2023 Park Ave,Orange Park,FL,32073.0,US,Restaurant|Cafe,Neighborhood Orange Park cafe serving coffee breakfast and lunch.,,,,Cafe|Bakery,0.0,,,30.1662,-81.7064,orange park|cafe|bakery|food,,,,,,,,
OP Fish House & Oyster Bar,636 Kingsley Ave,Orange Park,FL,32073.0,US,Restaurant|Bar,Orange Park seafood house with oyster bar and fish dishes.,,,,Seafood|Oysters,0.0,,,30.1651,-81.7122,orange park|seafood|oysters|food,,,,,,,,
Loop Pizza Grill - Fleming Island,1811 Eastwest Pkwy,Fleming Island,FL,32003.0,US,Restaurant,Casual Fleming Island spot for pizza burgers and sandwiches.,,,,Pizza|American,0.0,,,30.0955,-81.7141,fleming island|pizza|sandwiches|food,,,,,,,,
Hoot Owl Farm House,104 S 2nd St,Palatka,FL,32177.0,US,Restaurant,Downtown Palatka restaurant focused on Southern comfort food.,,,,Southern|American,0.0,,,29.6481,-81.638,palatka|southern|comfort food|food,,,,,,,,
Angel's Dining Car,23 N Ocean St,Jacksonville,FL,32202.0,US,Restaurant,Historic North Florida diner popular with regional travelers.,,,,Diner|American,0.0,,,30.3276,-81.6557,diner|historic|american|food,,,,,,,,
Azalea City Brewing Co. Kitchen,120 S 7th St,Palatka,FL,32177.0,US,Restaurant|Bar,Downtown Palatka brewpub with burgers sandwiches and entrees.,,,,American,0.0,,,29.6479,-81.6372,palatka|brewpub|american|food,,,,,,,,
Corky Bell's Seafood,185 US-17,East Palatka,FL,32131.0,US,Restaurant,East Palatka seafood destination on the river.,,,,Seafood,0.0,,,29.6648,-81.6022,east palatka|seafood|riverfront|food,,,,,,,,
Chickadee's,606 S Moody Rd,Palatka,FL,32177.0,US,Restaurant,Palatka breakfast and lunch spot with comfort plates.,,,,American|Breakfast,0.0,,,29.641,-81.664,palatka|breakfast|american|food,,,,,,,,
Brick City Southern Kitchen,10 S Magnolia Ave,Ocala,FL,34471.0,US,Restaurant,Downtown Ocala smokehouse with barbecue plates and sandwiches.,,,,BBQ|Southern,0.0,,,29.1861,-82.1388,ocala|bbq|southern|food,,,,,,,,
Sayulita Taqueria,10 S Magnolia Ave,Ocala,FL,34471.0,US,Restaurant,Ocala taqueria known for tacos and street-food flavors.,,,,Mexican|Tacos,0.0,,,29.1861,-82.1388,ocala|tacos|mexican|food,,,,,,,,
Infinite Ale Works Kitchen,304 S Magnolia Ave,Ocala,FL,34471.0,US,Restaurant|Bar,Ocala brewery taproom with food menu and local following.,,,,American,0.0,,,29.1824,-82.1388,ocala|american|brewery|food,,,,,,,,
Eaton's Beach Sandbar & Grill,15790 SE 134th Ave,Weirsdale,FL,32195.0,US,Restaurant|Bar,Lake Weir waterfront restaurant with seafood and sandwiches.,,,,Seafood|American,0.0,,,28.9838,-81.9207,lake weir|waterfront|seafood|food,,,,,,,,
The Mojo Grill & Catering Co.,2015 SW 20th St,Ocala,FL,34471.0,US,Restaurant,Ocala grill serving comfort food bowls sandwiches and barbecue.,,,,American|BBQ,0.0,,,29.1661,-82.1623,ocala|american|bbq|food,,,,,,,,
Harry's Seafood Bar & Grille - Lakeland,101 N Kentucky Ave,Lakeland,FL,33801.0,US,Restaurant|Bar,Downtown Lakeland restaurant serving New Orleans-inspired fare.,,,,Seafood|Cajun|Creole,0.0,,,28.044,-81.955,lakeland|seafood|cajun|food,,,,,,,,
Ovation Bistro & Bar,40230 US Hwy 27,Davenport,FL,33837.0,US,Restaurant|Bar,Davenport smokehouse and grill with barbecue steaks and seafood.,,,,BBQ|Steakhouse|Seafood,0.0,,,28.162,-81.604,davenport|bbq|steakhouse|food,,,,,,,,
Gary's Oyster Bar & Seafood House,6650 US Hwy 17 N,Lake Alfred,FL,33850.0,US,Restaurant|Bar,Long-running oyster bar and seafood house in Lake Alfred.,,,,Seafood,0.0,,,28.104,-81.734,lake alfred|seafood|oysters|food,,,,,,,,
Carter's Bar-B-Que,1054 N Church Ave,Mulberry,FL,33860.0,US,Restaurant,Family-owned Mulberry barbecue spot known for smoked meats.,,,,BBQ|Soul Food,0.0,,,27.896,-81.973,mulberry|bbq|soul food|food,,,,,,,,
Smith's American Tavern,2901 S Florida Ave,Lakeland,FL,33803.0,US,Restaurant|Bar,Lakeland tavern serving lunch dinner and weekend brunch.,,,,American|Brunch,0.0,,,28.013,-81.955,lakeland|brunch|american|food,,,,,,,,
Parrott Avenue Takeout,802 S Parrott Ave,Okeechobee,FL,34974.0,US,Restaurant,Okeechobee takeout spot with seafood and comfort dishes.,,,,American|Seafood,0.0,,,27.236,-80.83,okeechobee|seafood|american|food,,,,,,,,
Brown Cow Sweetery,109 S Parrott Ave,Okeechobee,FL,34974.0,US,Restaurant|Cafe,Okeechobee dessert cafe with lunch menu.,,,,Cafe|Desserts,0.0,,,27.243,-80.8296,okeechobee|cafe|desserts|food,,,,,,,,
Kiki's Cafe,1080 W Sugarland Hwy,Clewiston,FL,33440.0,US,Restaurant,Clewiston breakfast and lunch restaurant.,,,,American|Breakfast,0.0,,,26.7532,-80.9401,clewiston|breakfast|american|food,,,,,,,,
Common Grounds Coffee Shop,155 S Bridge St,LaBelle,FL,33935.0,US,Restaurant|Cafe,Local LaBelle cafe with coffee pastries and light lunch.,,,,Cafe|Bakery,0.0,,,26.7599,-81.4384,labelle|cafe|bakery|food,,,,,,,,
Beef 'O' Brady's - LaBelle,24 W Fort Thompson Ave,LaBelle,FL,33935.0,US,Restaurant|Bar,Neighborhood LaBelle grill with burgers wings and entrees.,,,,American,0.0,,,26.7618,-81.4376,labelle|american|burgers|food,,,,,,,,
The Rooster,600 Goodlette-Frank Rd N,Naples,FL,34102.0,US,Restaurant,Naples breakfast and brunch restaurant with creative comfort food.,,,,Breakfast|Brunch,0.0,,,26.1549,-81.7868,naples|breakfast|brunch|food,,,,,,,,
The French Brasserie Rustique,365 5th Ave S,Naples,FL,34102.0,US,Restaurant|Bar,Old Naples French brasserie with classic dishes.,,,,French,0.0,,,26.1418,-81.7995,naples|french|brasserie|food,,,,,,,,
Molto Trattoria,368 5th Ave S,Naples,FL,34102.0,US,Restaurant,Naples trattoria for pasta pizza and Italian favorites.,,,,Italian,0.0,,,26.1418,-81.7994,naples|italian|pasta|food,,,,,,,,
Bar Tulia,462 5th Ave S,Naples,FL,34102.0,US,Restaurant|Bar,Naples gastropub from the Tulia group with Italian-inspired food.,,,,Italian|Gastropub,0.0,,,26.1419,-81.7987,naples|italian|gastropub|food,,,,,,,,
Sails Restaurant,301 5th Ave S,Naples,FL,34102.0,US,Restaurant,Naples fine-dining destination with seafood and steak.,,,,Seafood|Steakhouse,0.0,,,26.1418,-81.8006,naples|seafood|steakhouse|food,,,,,,,,
The Prawnbroker Restaurant & Fish Market,13451 McGregor Blvd,Fort Myers,FL,33919.0,US,Restaurant|Market,Fort Myers seafood restaurant and fish market.,,,,Seafood,0.0,,,26.5555,-81.8982,fort myers|seafood|market|food,,,,,,,,
Izzy's Fish & Oyster,2282 First St,Fort Myers,FL,33901.0,US,Restaurant|Bar,Downtown Fort Myers oyster and seafood house.,,,,Seafood|Oysters,0.0,,,26.6417,-81.8706,fort myers|seafood|oysters|food,,,,,,,,
Pinchers - Fort Myers Beach,18100 San Carlos Blvd,Fort Myers Beach,FL,33931.0,US,Restaurant|Bar,Seafood restaurant serving local catches and shellfish.,,,,Seafood,0.0,,,26.4848,-81.9462,fort myers beach|seafood|food,,,,,,,,
Twisted Lobster Seafood Grille,13451 McGregor Blvd,Fort Myers,FL,33919.0,US,Restaurant,Fort Myers seafood restaurant with lobster and fish dishes.,,,,Seafood,0.0,,,26.5556,-81.8981,fort myers|seafood|lobster|food,,,,,,,,
Cape Cod Fish Co,15501 Old McGregor Blvd,Fort Myers,FL,33908.0,US,Restaurant,Casual Fort Myers seafood spot known for fish and chips.,,,,Seafood,0.0,,,26.5144,-81.9349,fort myers|seafood|fish and chips|food,,,,,,,,
Leroy's Southern Kitchen & Bar,201 W Marion Ave,Punta Gorda,FL,33950.0,US,Restaurant|Bar,Punta Gorda restaurant serving Southern comfort dishes.,,,,Southern|American,0.0,,,26.929,-82.0466,punta gorda|southern|american|food,,,,,,,,
Village Fish Market & Restaurant,1200 W Retta Esplanade,Punta Gorda,FL,33950.0,US,Restaurant|Bar,Harborwalk seafood market and restaurant in Punta Gorda.,,,,Seafood,0.0,,,26.9318,-82.0568,punta gorda|seafood|market|food,,,,,,,,
Toula's,405 Tamiami Trl,Punta Gorda,FL,33950.0,US,Restaurant,Punta Gorda breakfast and lunch spot with Greek influences.,,,,American|Greek,0.0,,,26.9354,-82.0503,punta gorda|breakfast|greek|food,,,,,,,,
Don Pepe Mexican Restaurant,115 W Oak St,Arcadia,FL,34266.0,US,Restaurant,Arcadia Mexican restaurant for tacos fajitas and combos.,,,,Mexican,0.0,,,27.2153,-81.86,arcadia|mexican|food,,,,,,,,
Slim's BBQ,3809 NE Highway 70,Arcadia,FL,34266.0,US,Restaurant,Arcadia barbecue restaurant known for smoked meats.,,,,BBQ,0.0,,,27.248,-81.821,arcadia|bbq|food,,,,,,,,
Michael's On East,1212 S East Ave,Sarasota,FL,34239.0,US,Restaurant|Bar,Long-running Sarasota fine-dining destination.,,,,American|Seafood,0.0,,,27.3231,-82.5318,sarasota|american|seafood|food,,,,,,,,
